# dataset: GeoCSV 2.0,,,,
# Event:,2024p826439,Depth: 5km,Magnitude: 4.2,
# Station:,Hawera High School HWHS,Lat: -39.585,Long: 174.274,
# Epicentral_distance_km:,111,,,
# Filtering:,Bandpass filter from 0.1 to 80 Hz,,,
# Component:,,HNZ: 0,HN1: 16,HN2: 106
# field_unit: UTF-8,UTC,m/s/s,m/s/s,m/s/s
# field_type: string,datetime,float,float,float
Stream,Time,Vertical,Horizontal 1,Horizontal 2
NZ_HWHS_21_HN,2024-11-01T18:47:05.995,-0.000125416,6.45E-05,-0.000117206
NZ_HWHS_21_HN,2024-11-01T18:47:06.000,-4.97E-05,4.54E-05,-2.08E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.005,-0.000311152,0.000154194,-0.000108944
NZ_HWHS_21_HN,2024-11-01T18:47:06.010,-0.000327197,-3.08E-05,5.83E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.015,1.60E-05,4.64E-05,-5.72E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.020,-8.87E-05,0.000148102,-0.000165156
NZ_HWHS_21_HN,2024-11-01T18:47:06.025,-0.000103192,-6.11E-05,0.000175672
NZ_HWHS_21_HN,2024-11-01T18:47:06.030,7.34E-05,4.84E-05,0.000147
NZ_HWHS_21_HN,2024-11-01T18:47:06.035,-1.70E-05,0.000145232,0.000136303
NZ_HWHS_21_HN,2024-11-01T18:47:06.040,-2.74E-05,0.000128563,2.74E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.045,6.51E-05,5.83E-05,-0.00011014
NZ_HWHS_21_HN,2024-11-01T18:47:06.050,2.06E-05,-3.38E-05,0.000164222
NZ_HWHS_21_HN,2024-11-01T18:47:06.055,-4.85E-05,9.30E-05,0.000236147
NZ_HWHS_21_HN,2024-11-01T18:47:06.060,-0.000115267,1.74E-05,0.000159877
NZ_HWHS_21_HN,2024-11-01T18:47:06.065,-7.53E-05,3.35E-06,-1.66E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.070,1.45E-06,0.000106294,4.95E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.075,4.54E-06,-3.38E-05,0.000270269
NZ_HWHS_21_HN,2024-11-01T18:47:06.080,5.85E-05,-1.85E-05,-4.89E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.085,-6.77E-05,5.27E-05,-3.58E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.090,-0.000114828,0.000142042,0.000316962
NZ_HWHS_21_HN,2024-11-01T18:47:06.095,2.10E-05,0.000129645,0.00018697
NZ_HWHS_21_HN,2024-11-01T18:47:06.100,-0.000175982,-0.000129759,2.67E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.105,-0.00018759,-2.51E-05,0.000129172
NZ_HWHS_21_HN,2024-11-01T18:47:06.110,4.42E-05,0.000204464,9.25E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.115,-3.15E-05,5.39E-05,7.58E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.120,-7.71E-05,-0.000100343,0.000126583
NZ_HWHS_21_HN,2024-11-01T18:47:06.125,-0.000165006,-4.03E-05,3.14E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.130,-0.000301898,-1.42E-05,-5.67E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.135,-0.000148434,-5.54E-05,-4.00E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.140,-4.09E-05,-0.000117529,-0.000135827
NZ_HWHS_21_HN,2024-11-01T18:47:06.145,-6.52E-05,-0.000159974,0.000123895
NZ_HWHS_21_HN,2024-11-01T18:47:06.150,-0.000136144,-4.52E-05,0.000180367
NZ_HWHS_21_HN,2024-11-01T18:47:06.155,-0.000103888,-5.03E-05,-2.17E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.160,0.000121599,-5.54E-05,0.000150788
NZ_HWHS_21_HN,2024-11-01T18:47:06.165,-1.99E-06,2.90E-05,0.000121945
NZ_HWHS_21_HN,2024-11-01T18:47:06.170,-0.000178727,-0.000146925,-1.98E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.175,-2.60E-05,-0.000305256,5.62E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.180,-5.28E-05,-0.000294248,5.50E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.185,-0.000120413,-0.000115099,5.16E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.190,-3.45E-05,-8.36E-06,6.57E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.195,2.82E-05,-5.87E-05,-5.18E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.200,5.24E-05,9.63E-06,-9.20E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.205,1.40E-05,-0.00011931,4.96E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.210,1.22E-05,-8.38E-05,-3.17E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.215,-2.21E-05,0.00012692,-0.000172592
NZ_HWHS_21_HN,2024-11-01T18:47:06.220,-3.23E-05,2.05E-06,-8.20E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.225,0.000199208,-1.60E-05,-3.80E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.230,0.00024715,-7.86E-05,-1.76E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.235,-2.63E-05,-0.000281644,-8.58E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.240,6.96E-06,-0.000339813,-2.83E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.245,0.000190672,-0.000281872,-2.24E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.250,3.04E-05,-1.74E-05,-5.35E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.255,7.32E-05,4.71E-05,-0.000112095
NZ_HWHS_21_HN,2024-11-01T18:47:06.260,0.000315518,-0.000107227,-9.96E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.265,0.000206202,6.89E-05,-8.42E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.270,0.000129115,0.000202012,-0.000245504
NZ_HWHS_21_HN,2024-11-01T18:47:06.275,0.000116107,3.53E-05,-0.000105601
NZ_HWHS_21_HN,2024-11-01T18:47:06.280,0.000122855,0.000101351,9.95E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.285,0.000218023,0.000165185,-5.81E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.290,0.000204304,6.22E-05,8.60E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.295,0.000446214,0.000182578,0.000116375
NZ_HWHS_21_HN,2024-11-01T18:47:06.300,0.000432499,0.000198156,2.29E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.305,6.95E-05,0.000175271,0.00024274
NZ_HWHS_21_HN,2024-11-01T18:47:06.310,0.000198628,0.000271637,8.55E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.315,0.000297102,0.000351489,-7.86E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.320,0.000235072,0.000383327,4.81E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.325,0.000131933,4.77E-05,0.000127259
NZ_HWHS_21_HN,2024-11-01T18:47:06.330,-5.31E-05,-5.95E-05,0.000135247
NZ_HWHS_21_HN,2024-11-01T18:47:06.335,6.48E-05,0.000163927,-3.80E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.340,-2.20E-05,0.000209372,-5.80E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.345,-0.000248883,0.000284883,6.89E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.350,-0.000237581,0.000174145,0.000156522
NZ_HWHS_21_HN,2024-11-01T18:47:06.355,-0.00016687,0.000198378,0.000155702
NZ_HWHS_21_HN,2024-11-01T18:47:06.360,-1.83E-06,0.0002802,9.04E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.365,-0.00016145,-4.80E-05,0.000182887
NZ_HWHS_21_HN,2024-11-01T18:47:06.370,-0.000311493,-5.40E-05,8.33E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.375,-0.000143128,0.000128705,6.26E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.380,-0.000288327,8.14E-05,9.54E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.385,-0.000353518,5.67E-05,0.000162953
NZ_HWHS_21_HN,2024-11-01T18:47:06.390,-0.000176285,2.96E-05,0.000370026
NZ_HWHS_21_HN,2024-11-01T18:47:06.395,-0.000232529,2.35E-05,0.000168046
NZ_HWHS_21_HN,2024-11-01T18:47:06.400,-0.00031437,-1.91E-05,0.000109364
NZ_HWHS_21_HN,2024-11-01T18:47:06.405,-0.000180857,-1.99E-05,0.000260608
NZ_HWHS_21_HN,2024-11-01T18:47:06.410,-0.000111391,0.000151456,-0.000158069
NZ_HWHS_21_HN,2024-11-01T18:47:06.415,-0.00028104,0.000241079,-6.26E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.420,-0.000306522,0.00015264,0.000131356
NZ_HWHS_21_HN,2024-11-01T18:47:06.425,-0.00023986,-2.56E-05,-5.93E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.430,-0.000187981,-6.62E-05,4.39E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.435,-0.000159254,-5.00E-06,-0.000177444
NZ_HWHS_21_HN,2024-11-01T18:47:06.440,-0.000349402,-9.64E-05,-0.000106919
NZ_HWHS_21_HN,2024-11-01T18:47:06.445,-0.000202,-1.05E-05,0.00013916
NZ_HWHS_21_HN,2024-11-01T18:47:06.450,5.69E-05,-1.57E-06,-0.000190424
NZ_HWHS_21_HN,2024-11-01T18:47:06.455,-7.75E-05,-0.000222853,-8.99E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.460,-1.87E-05,-0.000110736,-1.93E-07
NZ_HWHS_21_HN,2024-11-01T18:47:06.465,5.85E-05,-0.000154604,-0.000139652
NZ_HWHS_21_HN,2024-11-01T18:47:06.470,-5.57E-05,-0.000277521,-3.99E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.475,-7.18E-05,-0.00019705,-0.000134792
NZ_HWHS_21_HN,2024-11-01T18:47:06.480,4.10E-06,-0.00027353,-0.00020033
NZ_HWHS_21_HN,2024-11-01T18:47:06.485,0.000240449,-0.000173857,-0.000270354
NZ_HWHS_21_HN,2024-11-01T18:47:06.490,0.00017749,-0.000184034,-0.000149632
NZ_HWHS_21_HN,2024-11-01T18:47:06.495,-8.25E-05,-0.000206515,2.77E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.500,0.000142537,2.81E-05,-0.000339157
NZ_HWHS_21_HN,2024-11-01T18:47:06.505,0.000308716,2.49E-05,-0.000388177
NZ_HWHS_21_HN,2024-11-01T18:47:06.510,0.000287938,-6.48E-05,-0.000209238
NZ_HWHS_21_HN,2024-11-01T18:47:06.515,0.000408985,-0.000284387,-0.000264352
NZ_HWHS_21_HN,2024-11-01T18:47:06.520,0.000389514,-0.000252573,-0.000165421
NZ_HWHS_21_HN,2024-11-01T18:47:06.525,0.00029191,6.49E-05,-0.000200422
NZ_HWHS_21_HN,2024-11-01T18:47:06.530,0.000195634,-4.07E-05,-0.000190766
NZ_HWHS_21_HN,2024-11-01T18:47:06.535,0.000286454,-6.64E-05,-5.86E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.540,0.000461007,2.42E-05,-0.000166731
NZ_HWHS_21_HN,2024-11-01T18:47:06.545,0.000333949,-8.51E-05,-0.000278957
NZ_HWHS_21_HN,2024-11-01T18:47:06.550,0.000264974,-0.000117354,-0.000211902
NZ_HWHS_21_HN,2024-11-01T18:47:06.555,0.00031065,-7.37E-05,-4.81E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.560,0.000381133,3.92E-05,-3.91E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.565,0.000436217,3.03E-05,-0.000121139
NZ_HWHS_21_HN,2024-11-01T18:47:06.570,0.000247836,-0.000120503,-4.27E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.575,0.000170769,-7.55E-05,4.01E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.580,0.000170659,1.02E-05,7.66E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.585,0.00011729,4.98E-05,0.000129746
NZ_HWHS_21_HN,2024-11-01T18:47:06.590,0.000163479,0.000142906,6.90E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.595,3.04E-05,-5.72E-05,-4.42E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.600,3.75E-05,-0.000124789,7.85E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.605,0.000292151,0.000134901,0.00025451
NZ_HWHS_21_HN,2024-11-01T18:47:06.610,0.000161356,2.66E-06,8.74E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.615,-0.000189974,9.12E-05,-0.000190412
NZ_HWHS_21_HN,2024-11-01T18:47:06.620,-0.000140589,0.000343551,-0.000141043
NZ_HWHS_21_HN,2024-11-01T18:47:06.625,0.00014921,8.35E-05,3.50E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.630,-3.88E-05,3.04E-05,-2.70E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.635,-0.00028343,9.93E-05,8.62E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.640,-7.32E-05,5.67E-05,0.00015379
NZ_HWHS_21_HN,2024-11-01T18:47:06.645,-7.21E-05,0.000167197,0.000123091
NZ_HWHS_21_HN,2024-11-01T18:47:06.650,-0.000223376,0.000271235,0.00027037
NZ_HWHS_21_HN,2024-11-01T18:47:06.655,-0.000214707,0.000267861,0.00030349
NZ_HWHS_21_HN,2024-11-01T18:47:06.660,-9.14E-05,0.000212006,4.77E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.665,-3.23E-05,0.000268077,0.000140663
NZ_HWHS_21_HN,2024-11-01T18:47:06.670,-0.000291611,0.000142256,0.000279321
NZ_HWHS_21_HN,2024-11-01T18:47:06.675,-0.000298781,7.45E-05,0.000143008
NZ_HWHS_21_HN,2024-11-01T18:47:06.680,-0.000278079,0.000277224,0.000115001
NZ_HWHS_21_HN,2024-11-01T18:47:06.685,-0.000516729,0.000147696,0.000188007
NZ_HWHS_21_HN,2024-11-01T18:47:06.690,-0.000302002,0.000109498,0.000171995
NZ_HWHS_21_HN,2024-11-01T18:47:06.695,-0.000203848,0.000107475,7.49E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.700,-0.000247254,-0.000101706,5.48E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.705,-2.56E-05,4.01E-05,0.000150356
NZ_HWHS_21_HN,2024-11-01T18:47:06.710,-0.000218686,7.79E-05,8.75E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.715,-0.000233548,-6.83E-05,-1.41E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.720,-3.59E-05,-5.98E-05,0.000147658
NZ_HWHS_21_HN,2024-11-01T18:47:06.725,-0.000154579,3.62E-05,0.000141337
NZ_HWHS_21_HN,2024-11-01T18:47:06.730,3.79E-05,0.000183349,7.82E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.735,2.99E-06,-6.06E-05,0.00027087
NZ_HWHS_21_HN,2024-11-01T18:47:06.740,-0.000197014,-0.000237284,8.57E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.745,5.64E-05,4.83E-05,-5.68E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.750,-3.94E-05,5.24E-05,0.000159973
NZ_HWHS_21_HN,2024-11-01T18:47:06.755,-0.00016169,-1.02E-05,3.38E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.760,0.000152169,8.59E-07,-8.03E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.765,0.000182835,-0.000293813,-7.35E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.770,4.96E-05,-0.000339698,-0.0001388
NZ_HWHS_21_HN,2024-11-01T18:47:06.775,0.000154068,-0.000174176,-0.000105874
NZ_HWHS_21_HN,2024-11-01T18:47:06.780,0.00010835,-0.000331807,-0.00015236
NZ_HWHS_21_HN,2024-11-01T18:47:06.785,4.38E-05,-0.000319244,-9.89E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.790,0.000299891,-9.58E-05,-0.000150141
NZ_HWHS_21_HN,2024-11-01T18:47:06.795,0.000274182,-0.000118414,-0.000296731
NZ_HWHS_21_HN,2024-11-01T18:47:06.800,5.82E-05,1.79E-05,-1.76E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.805,2.94E-05,0.000113376,-3.63E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.810,-1.21E-05,-0.000117597,-0.000300863
NZ_HWHS_21_HN,2024-11-01T18:47:06.815,8.06E-05,-7.82E-05,-0.000136278
NZ_HWHS_21_HN,2024-11-01T18:47:06.820,0.000105823,1.01E-05,-0.000107219
NZ_HWHS_21_HN,2024-11-01T18:47:06.825,4.59E-06,3.62E-05,-0.000184173
NZ_HWHS_21_HN,2024-11-01T18:47:06.830,-1.77E-05,-4.79E-05,-0.00017119
NZ_HWHS_21_HN,2024-11-01T18:47:06.835,5.33E-05,-0.000295662,-0.000186215
NZ_HWHS_21_HN,2024-11-01T18:47:06.840,0.000113091,3.97E-05,-0.000111917
NZ_HWHS_21_HN,2024-11-01T18:47:06.845,2.91E-05,0.000196487,-0.00016635
NZ_HWHS_21_HN,2024-11-01T18:47:06.850,0.000176013,-0.000149491,-0.000194974
NZ_HWHS_21_HN,2024-11-01T18:47:06.855,0.000190303,-6.71E-05,-0.000194165
NZ_HWHS_21_HN,2024-11-01T18:47:06.860,1.36E-05,2.32E-06,-0.000228151
NZ_HWHS_21_HN,2024-11-01T18:47:06.865,0.000163148,1.99E-05,-3.83E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.870,0.000150862,7.34E-05,-3.88E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.875,6.12E-05,-0.000114313,-0.000213301
NZ_HWHS_21_HN,2024-11-01T18:47:06.880,7.27E-05,-7.41E-05,-0.000193428
NZ_HWHS_21_HN,2024-11-01T18:47:06.885,4.52E-05,7.23E-05,-5.83E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.890,2.34E-05,-0.000104398,8.20E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.895,4.28E-06,-0.000282598,2.62E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.900,0.000119871,-7.36E-05,-1.71E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.905,4.24E-05,0.00017598,4.95E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.910,-3.80E-05,0.000115562,2.90E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.915,2.68E-06,6.39E-06,0.00013788
NZ_HWHS_21_HN,2024-11-01T18:47:06.920,-0.00012421,0.000132836,5.00E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.925,4.26E-05,0.000335818,-6.11E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.930,0.000223291,0.000118505,0.000165105
NZ_HWHS_21_HN,2024-11-01T18:47:06.935,5.86E-05,-0.000102083,0.000176811
NZ_HWHS_21_HN,2024-11-01T18:47:06.940,0.000105866,0.000191574,0.000127974
NZ_HWHS_21_HN,2024-11-01T18:47:06.945,0.000306642,0.000193399,0.000131986
NZ_HWHS_21_HN,2024-11-01T18:47:06.950,0.000114994,-0.000157598,-8.51E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.955,-5.61E-05,5.04E-05,8.79E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.960,0.000220318,0.000311209,8.85E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.965,0.000220621,5.79E-05,-8.43E-06
NZ_HWHS_21_HN,2024-11-01T18:47:06.970,1.75E-05,0.000102708,9.10E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.975,-3.13E-06,0.000185407,5.87E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.980,-4.67E-05,-5.47E-05,0.000144539
NZ_HWHS_21_HN,2024-11-01T18:47:06.985,0.000129305,4.30E-05,0.000128686
NZ_HWHS_21_HN,2024-11-01T18:47:06.990,7.00E-05,-3.58E-05,4.98E-05
NZ_HWHS_21_HN,2024-11-01T18:47:06.995,-0.000255815,-0.00021823,0.000314283
NZ_HWHS_21_HN,2024-11-01T18:47:07.000,-4.21E-05,-1.41E-05,0.000134574
NZ_HWHS_21_HN,2024-11-01T18:47:07.005,5.51E-05,-8.15E-05,-0.000122348
NZ_HWHS_21_HN,2024-11-01T18:47:07.010,-0.000146761,-6.25E-05,4.70E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.015,4.58E-05,0.000185433,3.49E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.020,4.63E-05,6.72E-05,9.89E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.025,-4.51E-05,-4.49E-05,0.000148116
NZ_HWHS_21_HN,2024-11-01T18:47:07.030,0.000147564,3.61E-05,8.07E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.035,-0.000136363,7.48E-05,0.000115184
NZ_HWHS_21_HN,2024-11-01T18:47:07.040,-0.000343807,-4.33E-05,-0.000142285
NZ_HWHS_21_HN,2024-11-01T18:47:07.045,-8.10E-05,-0.000180188,-0.000137086
NZ_HWHS_21_HN,2024-11-01T18:47:07.050,-0.000100497,-6.81E-05,0.000199791
NZ_HWHS_21_HN,2024-11-01T18:47:07.055,-0.000199738,8.36E-06,5.50E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.060,-0.00022229,-0.000128742,-0.000106442
NZ_HWHS_21_HN,2024-11-01T18:47:07.065,-0.00022629,-9.40E-05,-8.55E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.070,-0.000173015,7.38E-05,-0.00010256
NZ_HWHS_21_HN,2024-11-01T18:47:07.075,-0.000168853,-4.95E-05,-1.47E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.080,-0.000109703,-8.62E-05,-4.34E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.085,-8.60E-05,0.000138653,-0.000105773
NZ_HWHS_21_HN,2024-11-01T18:47:07.090,-0.000155078,-3.10E-05,-7.18E-06
NZ_HWHS_21_HN,2024-11-01T18:47:07.095,-0.000187844,-0.000234833,5.61E-06
NZ_HWHS_21_HN,2024-11-01T18:47:07.100,-9.39E-05,-8.66E-05,-0.000161753
NZ_HWHS_21_HN,2024-11-01T18:47:07.105,-4.04E-06,-1.38E-05,-0.000260469
NZ_HWHS_21_HN,2024-11-01T18:47:07.110,-5.92E-05,2.07E-05,-0.000176848
NZ_HWHS_21_HN,2024-11-01T18:47:07.115,-2.69E-05,-9.34E-05,-7.65E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.120,0.000256327,-0.000258286,-7.39E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.125,0.000442983,-0.000109441,-9.02E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.130,0.000163167,-7.64E-05,-5.87E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.135,-1.43E-05,-0.000192809,-8.22E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.140,9.20E-05,-0.000136145,-4.38E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.145,-1.33E-05,-0.000114004,-1.29E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.150,8.19E-05,-0.000108207,-7.62E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.155,0.000221043,-9.66E-05,1.16E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.160,-3.11E-05,-0.000171996,-7.42E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.165,2.21E-05,-0.000132461,-0.000255427
NZ_HWHS_21_HN,2024-11-01T18:47:07.170,0.000263247,1.56E-05,-0.000117651
NZ_HWHS_21_HN,2024-11-01T18:47:07.175,0.000112398,3.50E-05,-1.75E-06
NZ_HWHS_21_HN,2024-11-01T18:47:07.180,0.000102745,-7.17E-05,-4.54E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.185,0.00026054,-2.90E-05,-0.000108509
NZ_HWHS_21_HN,2024-11-01T18:47:07.190,0.000131804,7.10E-05,-4.84E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.195,0.000192783,-9.43E-05,0.000106575
NZ_HWHS_21_HN,2024-11-01T18:47:07.200,0.000407212,-0.000253038,0.000118071
NZ_HWHS_21_HN,2024-11-01T18:47:07.205,0.000307787,-0.000106441,0.000103178
NZ_HWHS_21_HN,2024-11-01T18:47:07.210,0.000243959,0.000115805,0.000254766
NZ_HWHS_21_HN,2024-11-01T18:47:07.215,0.000284449,5.27E-05,0.000334923
NZ_HWHS_21_HN,2024-11-01T18:47:07.220,0.000218096,-4.89E-05,9.79E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.225,0.000181986,0.000139512,3.40E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.230,9.63E-05,0.000151316,0.000124731
NZ_HWHS_21_HN,2024-11-01T18:47:07.235,-8.74E-05,3.68E-05,-0.000102389
NZ_HWHS_21_HN,2024-11-01T18:47:07.240,-3.74E-05,0.000109914,-8.80E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.245,6.30E-05,0.000132955,9.63E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.250,-3.92E-05,0.000188698,0.000134551
NZ_HWHS_21_HN,2024-11-01T18:47:07.255,0.000137306,0.000158,0.000169125
NZ_HWHS_21_HN,2024-11-01T18:47:07.260,0.000205536,-2.36E-05,-5.04E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.265,-0.000154317,4.47E-05,6.85E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.270,-0.000102336,0.000118798,0.000277234
NZ_HWHS_21_HN,2024-11-01T18:47:07.275,-0.000117743,-1.49E-05,-7.25E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.280,-0.000335463,-2.20E-06,-5.31E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.285,-7.76E-05,7.96E-05,8.41E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.290,-0.000236837,0.000127287,9.94E-06
NZ_HWHS_21_HN,2024-11-01T18:47:07.295,-0.000421287,0.000144131,0.00014161
NZ_HWHS_21_HN,2024-11-01T18:47:07.300,-8.09E-05,8.75E-05,6.66E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.305,-0.000234802,0.000162547,4.77E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.310,-0.000328034,7.36E-06,7.78E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.315,-0.000123079,-0.000148524,-4.59E-06
NZ_HWHS_21_HN,2024-11-01T18:47:07.320,-0.000240194,0.000205423,5.51E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.325,-0.000285491,0.00027107,-0.000217394
NZ_HWHS_21_HN,2024-11-01T18:47:07.330,-0.000149333,0.000130155,-0.000278979
NZ_HWHS_21_HN,2024-11-01T18:47:07.335,-2.07E-05,0.000137964,-1.33E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.340,-7.22E-06,-1.62E-05,-7.91E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.345,-3.55E-05,-1.69E-05,1.36E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.350,-6.20E-05,4.01E-05,8.13E-06
NZ_HWHS_21_HN,2024-11-01T18:47:07.355,-0.000169992,3.00E-05,-0.000112231
NZ_HWHS_21_HN,2024-11-01T18:47:07.360,-5.14E-05,0.000163585,1.33E-05
NZ_HWHS_21_HN,2024-11-01T18:47:07.365,0.00016212,0.000121955,-7.38E-05
